,County,Total Cases,Total Cases per 100k,Total Deaths,Total Deaths per 100k,Fully Vaccinated,Daily Case Avg,Daily Case 14-Day change %,Hospitalized Daily Avg,Hosp. Daily per 100k,Hosp. Daily change %,Deaths Daily Avg.,Deaths Daily per 100k
937,Graham ›,265,"10,677",9,363,58%,1,3,—,–100%,0,—,21%
98,Graham ›,"5,571","14,345",80,206,36%,12,9,7,+5%,0.2,0.12,46%
1974,Graham ›,593,"7,025",12,142,28%,<1,5,5,+5%,0,—,24%
2576,Grainger ›,"2,635","11,299",50,214,29%,2,7,—,–100%,0,—,20%
1995,Grand Forks ›,"10,623","15,296",77,111,38%,<1,34,5,–6%,0,—,27%
2889,Grand Isle ›,211,"2,916",2,28,—,1,19,—,–100%,0,—,—
1304,Grand Traverse ›,"6,328","6,798",95,102,46%,2,16,15,–42%,0,—,34%
2867,Grand ›,957,"9,811",3,31,33%,1,7,—,–100%,0,—,23%
263,Grand ›,"1,471","9,349",6,38,—,8,12,4,–60%,0,—,—
1648,Granite ›,192,"5,682",2,59,24%,0,—,—,—,0,—,23%
1153,Grant ›,"2,169","9,688",56,250,22%,<1,17,—,—,0,—,34%
172,Grant ›,"1,649","9,028",32,175,24%,<1,2,8,–12%,0,—,25%
2031,Grant ›,209,"9,191",7,308,13%,0,—,—,–100%,0,—,20%
2149,Grant ›,549,"12,670",6,138,26%,2,4,7,–18%,0,—,20%
720,Grant ›,"7,484","11,379",181,275,27%,10,13,19,–5%,0,—,24%
3068,Grant ›,"1,279","11,056",27,233,—,4,43,7,+49%,0,—,—
1376,Grant ›,574,"9,612",8,134,39%,<1,13,16,–30%,0.1,2.58,43%
3029,Grant ›,"10,195","10,431",119,122,28%,11,24,—,–100%,0.1,0.31,21%
902,Grant ›,978,"13,678",18,252,28%,<1,10,130,–2%,0,—,32%
2207,Grant ›,509,"7,070",5,69,31%,28,22,7,–25%,0.3,0.22,30%
1736,Grant ›,39,"6,260",4,642,10%,0,—,13,+14%,0,—,30%
1048,Grant ›,"2,451","9,777",22,88,26%,1,15,8,–29%,0,—,39%
2448,Grant ›,"1,051","14,904",42,596,31%,<1,10,12,–39%,0,—,45%
3157,Grant ›,"5,691","11,064",92,179,38%,4,6,3,–62%,0,—,37%
1818,Grant ›,"1,710","6,334",37,137,38%,<1,4,—,—,0,—,20%
1928,Granville ›,"5,946","9,837",82,136,35%,16,12,9,–4%,0.1,0.11,19%
1229,Gratiot ›,"6,852","16,831",118,290,29%,5,59,12,–29%,0.3,3.48,38%
1010,Graves ›,"4,193","11,252",93,250,25%,12,18,7,+38%,0.3,0.44,27%
3043,Grays Harbor ›,"4,018","5,353",65,87,33%,7,14,—,–100%,0,—,28%
2926,Grayson ›,"1,465","9,421",35,225,—,4,8,13,+19%,0.3,0.52,—
2788,Grayson ›,"11,307","8,301",340,250,25%,<1,4,12,–29%,0,—,20%
1088,Grayson ›,"2,158","8,166",55,208,28%,2,7,13,–7%,0,—,24%
945,Gray ›,611,"10,204",14,234,25%,<1,2,9,+2%,0,—,38%
2708,Gray ›,"2,326","10,628",56,256,21%,<1,10,7,–28%,0,—,35%
1712,Greeley ›,214,"9,083",1,42,29%,<1,5,—,–100%,0,—,33%
978,Greeley ›,104,"8,442",1,81,36%,0,—,—,–100%,0,—,33%
3165,Green Lake ›,"2,014","10,649",22,116,36%,1,11,2,–76%,0,—,35%
3096,Greenbrier ›,"2,806","8,095",61,176,—,6,14,13,–12%,0.4,1.03,—
118,Greene ›,"6,128","13,520",77,170,24%,28,7,12,–21%,0.6,0.15,33%
651,Greene ›,"1,436","11,073",46,355,27%,3,17,10,+8%,0.1,0.93,26%
2278,Greene ›,"3,202","8,837",39,108,30%,24,16,17,–8%,0.6,0.37,28%
1463,Greene ›,"1,306","9,613",33,243,16%,3,3,3,–44%,0.1,0.17,23%
1531,Greene ›,"29,241","9,977",466,159,29%,1,8,—,–100%,0,—,16%
2568,Greene ›,"7,924","11,473",156,226,28%,3,8,10,–15%,0,—,24%
2087,Greene ›,"15,119","8,949",244,144,42%,5,7,5,–40%,0.1,0.19,33%
1859,Greene ›,"3,354","7,108",75,159,39%,41,11,11,–48%,0.7,0.19,36%
879,Greene ›,776,"8,731",10,113,39%,0,—,—,—,0,—,37%
27,Greene ›,925,"11,404",34,419,27%,5,5,17,+8%,0.1,0.14,21%
464,Greene ›,"1,838","10,031",64,349,—,2,10,11,–18%,0,—,—
775,Greene ›,"2,806","8,790",89,279,24%,1,6,—,–100%,0,—,24%
1905,Greene ›,"2,335","11,083",44,209,24%,6,16,11,–18%,0.3,0.76,29%
3003,Greene ›,"1,262","6,368",18,91,—,<1,4,8,–39%,0,—,—
108,Greenlee ›,573,"6,033",10,105,29%,0,—,6,–10%,0,—,29%
2898,Greensville ›,"1,577","13,911",25,221,—,3,17,—,—,0,—,—
1033,Greenup ›,"3,612","10,291",59,168,27%,9,8,13,–7%,0.4,0.39,33%
2391,Greenville ›,"74,423","14,215","1,006",192,31%,6,19,6,–7%,0.1,0.44,24%
956,Greenwood ›,589,"9,846",11,184,35%,0,—,—,—,0,—,36%
2401,Greenwood ›,"8,169","11,536",173,244,31%,60,11,5,–31%,0.9,0.16,31%
3182,Green ›,"3,622","9,800",24,65,43%,1,5,2,–68%,0.1,0.48,42%
1012,Green ›,"1,220","11,151",17,155,26%,4,18,—,–100%,0,—,33%
2183,Greer ›,585,"10,242",21,368,24%,<1,1,—,—,0.3,0.47,26%
2763,Gregg ›,"11,176","9,017",353,285,24%,<1,5,4,–62%,0,—,15%
2460,Gregory ›,580,"13,859",30,717,31%,<1,7,17,+2%,0,—,19%
1415,Grenada ›,"2,614","12,593",87,419,25%,6,4,—,–100%,0,—,23%
2000,Griggs ›,328,"14,702",2,90,37%,<1,23,19,+2%,0,—,22%
2642,Grimes ›,"3,725","12,898",70,242,25%,8,9,9,–36%,0,—,21%
845,Grundy ›,"1,363","11,143",33,270,43%,2,7,9,–46%,0,—,29%
635,Grundy ›,"5,887","11,531",79,155,29%,126,14,11,–12%,0.9,0.09,40%
1527,Grundy ›,991,"10,061",34,345,22%,1,8,3,–2%,0,—,17%
2534,Grundy ›,"1,795","13,369",34,253,15%,21,6,13,–22%,0.4,0.13,24%
1795,Guadalupe ›,656,"15,256",9,209,14%,4,43,6,–15%,0,—,19%
2769,Guadalupe ›,"14,800","8,870",212,127,28%,<1,5,—,–100%,0.1,2.48,19%
2374,Guayama,"1,072","2,712",—,—,26%,<1,3,—,—,0,—,23%
2369,Guayanilla,551,"3,110",—,—,27%,1,5,—,—,0,—,28%
2318,Guaynabo,"5,223","6,234",—,—,37%,8,11,—,—,0,—,26%
2106,Guernsey ›,"3,173","8,162",53,136,30%,2,7,4,–52%,0.1,0.44,30%
1949,Guilford ›,"47,358","8,816",701,130,35%,27,8,10,–13%,0.4,0.13,42%
319,Gulf ›,"1,970","14,444",43,315,27%,173,22,16,+2%,1.1,0.15,35%
280,Gunnison ›,"1,336","7,651",6,34,—,2,16,—,–100%,0,—,—
2330,Gurabo,"2,466","5,353",—,—,26%,3,8,—,—,0,—,37%
838,Guthrie ›,"1,215","11,367",30,281,39%,3,7,—,–100%,0,—,37%
2383,Guánica,312,"2,006",—,—,26%,0,—,—,—,0,—,54%
439,Gwinnett ›,"101,783","10,871","1,158",124,—,3,5,11,–19%,0.1,0.25,—
2461,Haakon ›,263,"13,849",10,527,20%,<1,7,10,+37%,0,—,21%
431,Habersham ›,"5,185","11,439",161,355,—,66,7,12,–23%,1.1,0.12,—
93,Haines Borough ›,28,"1,107",0,—,54%,0,—,—,—,0,—,57%
2598,Hale ›,"6,126","18,338",155,464,22%,5,52,8,–15%,0.3,2.82,33%
0,Hale ›,"2,232","15,234",77,526,34%,49,22,13,+2%,0.1,0.07,19%
1903,Halifax ›,"5,590","11,178",112,224,30%,22,16,7,–14%,0.6,0.42,21%
2952,Halifax ›,"2,810","8,286",77,227,—,3,15,8,–36%,0,—,—
394,Hall ›,"27,499","13,451",471,230,—,10,14,9,–5%,0.2,0.24,—
1659,Hall ›,"7,840","12,779",118,192,28%,21,7,8,–13%,0.1,0.04,43%
2607,Hall ›,470,"15,857",14,472,30%,3,20,6,–49%,0.1,0.84,25%
2536,Hamblen ›,"8,631","13,292",173,266,23%,29,6,12,–18%,0.3,0.06,34%
337,Hamilton ›,"1,629","11,291",25,173,18%,11,14,12,–18%,0.6,0.77,20%
2761,Hamilton ›,771,"9,112",27,319,31%,<1,5,—,—,0,—,23%
1694,Hamilton ›,962,"10,317",18,193,30%,<1,8,—,–100%,0,—,30%
2059,Hamilton ›,"80,284","9,821","1,206",148,40%,60,11,8,–42%,0.3,0.05,36%
821,Hamilton ›,"1,798","12,171",49,332,42%,2,10,—,–100%,0,—,45%
667,Hamilton ›,833,"10,264",18,222,24%,2,8,12,+70%,0,—,24%
743,Hamilton ›,"35,741","10,574",426,126,41%,3,5,10,Flat,0,—,41%
2559,Hamilton ›,"44,708","12,155",496,135,32%,2,9,11,–33%,0,—,33%
982,Hamilton ›,202,"7,956",1,39,22%,0,—,—,—,0,—,33%
1862,Hamilton ›,307,"6,952",2,45,65%,862,10,14,–41%,29.4,0.35,37%
2471,Hamlin ›,797,"12,930",39,633,23%,<1,5,—,–100%,0,—,27%
1218,Hampden ›,"51,600","11,064","1,504",322,32%,55,11,5,–35%,1.3,0.25,40%
1225,Hampshire ›,"9,079","5,645",294,183,38%,11,7,2,–76%,0,—,38%
3100,Hampshire ›,"1,837","7,927",34,147,—,3,12,5,–42%,0.3,1.06,—
2427,Hampton ›,"1,914","9,957",51,265,34%,3,7,13,–21%,0,—,23%
2961,Hampton ›,"10,444","7,764",178,132,—,2,10,7,–6%,0,—,—
2595,Hancock ›,593,"8,958",12,181,20%,<1,2,14,+85%,0,—,22%
742,Hancock ›,"8,334","10,662",145,185,40%,6,6,11,–1%,0.4,0.40,32%
1478,Hancock ›,"3,793","7,963",86,181,21%,0,—,2,–21%,0,—,29%
802,Hancock ›,"1,478","13,904",34,320,34%,7,5,5,–12%,0,—,39%
440,Hancock ›,919,"10,867",65,769,—,14,5,6,–25%,0.3,0.10,—
3078,Hancock ›,"2,805","9,736",89,309,—,6,24,29,+44%,0.1,0.61,—
2081,Hancock ›,"6,930","9,145",127,168,33%,3,8,7,–44%,0.1,0.33,23%
671,Hancock ›,"1,759","9,933",41,232,30%,2,7,9,+604%,0,—,26%
1035,Hancock ›,884,"10,135",16,183,38%,62,8,14,–3%,1.4,0.19,40%
1189,Hancock ›,"1,283","2,333",36,65,49%,3,8,—,–100%,0.1,0.46,46%
2484,Hand ›,362,"11,344",6,188,30%,<1,2,—,–100%,0,—,45%
2968,Hanover ›,"8,052","7,472",156,145,—,1,8,8,–37%,0,—,—
2602,Hansford ›,900,"16,670",24,445,29%,17,30,12,–26%,0.3,0.49,14%
2486,Hanson ›,388,"11,237",4,116,23%,0,—,—,–100%,0,—,22%
506,Haralson ›,"2,651","8,898",84,282,—,<1,5,11,–22%,0,—,—
330,Hardee ›,"3,187","11,831",44,163,18%,46,16,6,+71%,0.4,0.14,33%
2742,Hardeman ›,382,"9,713",12,305,31%,<1,7,2,–64%,0,—,17%
2517,Hardeman ›,"3,528","14,084",64,255,24%,23,11,5,–36%,0.3,0.14,26%
1826,Harding ›,10,"1,600",0,—,26%,0,—,6,–19%,0,—,13%
2500,Harding ›,97,"7,473",1,77,11%,0,—,10,+37%,0,—,16%
1078,Hardin ›,"9,726","8,765",157,141,33%,1,8,—,–100%,0,—,34%
670,Hardin ›,386,"10,102",12,314,25%,3,7,4,+17%,0,—,26%
847,Hardin ›,"1,852","10,994",43,255,39%,<1,6,10,+7%,0,—,34%
2726,Hardin ›,"5,793","10,057",111,193,20%,<1,8,6,–19%,0,—,23%
2519,Hardin ›,"3,588","13,987",68,265,24%,40,11,10,–35%,0.3,0.08,32%
2095,Hardin ›,"2,714","8,653",64,204,25%,4,5,10,–18%,0.1,0.16,28%
3067,Hardy ›,"1,529","11,099",24,174,—,4,56,9,+104%,0,—,—
1206,Harford ›,"16,354","6,402",275,108,39%,44,4,14,–13%,1.1,0.11,50%
1015,Harlan ›,"2,831","10,884",83,319,27%,10,16,8,–29%,0.4,0.66,33%
1733,Harlan ›,219,"6,479",0,—,29%,0,—,7,+14%,0,—,16%
2154,Harmon ›,327,"12,326",4,151,29%,<1,4,—,–100%,0,—,23%
1956,Harnett ›,"11,623","8,548",173,127,21%,5,7,8,–9%,0,—,37%
2217,Harney ›,344,"4,653",8,108,29%,14,13,6,–2%,0.1,0.13,33%
923,Harper ›,626,"11,516",18,331,32%,1,4,1,—,0.1,0.43,35%
2167,Harper ›,420,"11,388",6,163,30%,<1,3,3,–34%,0,—,27%
2904,Harrisonburg ›,"6,480","12,223",94,177,—,19,14,10,–24%,0,—,—
738,Harrison ›,"4,366","10,776",74,183,33%,3,7,5,Flat,0.1,0.35,33%
1512,Harrison ›,877,"10,500",14,168,22%,1,13,9,–12%,0,—,27%
811,Harrison ›,"1,795","12,777",73,520,35%,2,16,7,+28%,0.1,1.14,40%
1070,Harrison ›,"1,704","9,023",23,122,31%,<1,10,9,—,0,—,28%
3091,Harrison ›,"5,732","8,523",77,114,—,4,17,18,–14%,0,—,—
2808,Harrison ›,"4,873","7,322",109,164,20%,<1,2,6,–41%,0,—,18%
1474,Harrison ›,"17,934","8,619",309,149,27%,<1,2,5,–60%,0,—,17%
2118,Harrison ›,"1,090","7,247",37,246,29%,2,4,4,–59%,0,—,26%
2782,Harris ›,"395,975","8,401","6,313",134,30%,1,4,15,+3%,0,—,25%
530,Harris ›,"2,566","7,282",59,167,—,<1,2,—,–100%,0.1,0.55,—
308,Hartford ›,"83,180","9,328","2,409",270,46%,84,9,9,–47%,1.0,0.11,45%
2675,Hartley ›,640,"11,478",2,36,26%,19,5,1,–91%,0.3,0.08,18%
1029,Hart ›,"1,985","10,428",47,247,20%,8,10,13,–7%,0.3,0.35,27%
499,Hart ›,"2,376","9,067",53,202,—,<1,5,—,—,0,—,—
941,Harvey ›,"3,641","10,575",68,198,29%,<1,2,5,–25%,0,—,30%
2190,Haskell ›,"1,253","9,923",16,127,25%,0,—,—,–100%,0,—,19%
942,Haskell ›,419,"10,559",9,227,24%,<1,2,4,+55%,0,—,32%
2795,Haskell ›,445,"7,865",27,477,26%,<1,3,—,–100%,0,—,39%
2363,Hatillo,"1,342","3,456",—,—,27%,2,6,—,—,0,—,28%
545,Hawaii ›,"2,806","1,392",53,26,—,4,2,—,–100%,0,—,—
2583,Hawkins ›,"6,155","10,839",107,188,26%,<1,5,18,+9%,0,—,20%
1732,Hayes ›,60,"6,508",0,—,13%,0,—,—,—,0,—,25%
2765,Hays ›,"20,712","8,998",244,106,34%,3,5,9,–18%,0,—,23%
1973,Haywood ›,"4,380","7,029",96,154,34%,1,5,7,+46%,0,—,27%
2504,Haywood ›,"2,715","15,690",62,358,26%,8,19,16,–7%,0.2,0.41,29%
528,Heard ›,880,"7,381",20,168,—,<1,2,9,–4%,0,—,—
2610,Hemphill ›,585,"15,318",2,52,30%,4,18,—,—,0,—,28%
168,Hempstead ›,"2,005","9,312",20,93,13%,<1,2,5,–6%,0,—,21%
692,Henderson ›,525,"7,899",23,346,30%,<1,2,5,–21%,0,—,30%
2530,Henderson ›,"3,802","13,522",76,270,24%,3,8,—,—,0,—,24%
1023,Henderson ›,"4,811","10,641",75,166,27%,7,11,11,–4%,0.1,0.23,23%
1952,Henderson ›,"10,185","8,674",159,135,35%,4,7,9,–5%,0,—,25%
2812,Henderson ›,"5,908","7,141",188,227,22%,<1,2,12,–21%,0,—,35%
750,Hendricks ›,"17,333","10,177",336,197,40%,2,15,9,+10%,0,—,28%
336,Hendry ›,"4,770","11,351",83,198,22%,86,14,6,–49%,2.3,0.39,35%
1372,Hennepin ›,"122,442","9,673","1,730",137,43%,2,15,5,–18%,0,—,36%
2965,Henrico ›,"25,300","7,648",611,185,—,<1,9,—,–100%,0.1,2.21,—
708,Henry ›,"5,772","12,032",105,219,31%,4,17,8,–55%,0.3,1.24,21%
442,Henry ›,"25,412","10,834",327,139,—,7,5,9,–4%,0.3,0.19,—
31,Henry ›,"1,890","10,985",44,256,26%,2,11,9,+152%,0.1,1.03,26%
792,Henry ›,"2,915","14,609",37,185,33%,4,11,6,+40%,0,—,32%
2056,Henry ›,"2,698","9,990",66,244,35%,14,12,5,–44%,0.1,0.12,28%
1084,Henry ›,"1,361","8,440",13,81,34%,<1,7,8,–29%,0,—,30%
1547,Henry ›,"2,015","9,233",39,179,27%,1,4,9,–15%,0,—,16%
668,Henry ›,"4,970","10,161",95,194,35%,<1,7,8,–12%,0,—,17%
2932,Henry ›,"4,579","9,057",122,241,—,21,6,8,–36%,0.6,0.17,—
2590,Henry ›,"3,202","9,900",76,235,28%,2,4,13,–25%,0.4,0.79,24%
1847,Herkimer ›,"5,094","8,307",107,174,37%,28,15,21,–15%,0.1,0.07,41%
377,Hernando ›,"14,190","7,317",469,242,30%,1,4,3,–39%,0.1,0.56,17%
1947,Hertford ›,"2,102","8,878",63,266,17%,3,9,9,–23%,0,—,27%
2015,Hettinger ›,327,"13,085",4,160,28%,<1,10,—,–100%,0,—,15%
1075,Hickman ›,386,"8,813",10,228,21%,1,9,—,—,0.1,1.12,31%
2575,Hickman ›,"2,847","11,307",46,183,22%,<1,7,—,–100%,0,—,18%
1592,Hickory ›,646,"6,769",15,157,24%,0,—,31,+4%,0,—,26%
1810,Hidalgo ›,361,"8,599",9,214,27%,2,15,3,–57%,0.1,1.32,34%
2718,Hidalgo ›,"89,953","10,355","2,848",328,36%,<1,8,2,–35%,0,—,26%
370,Highlands ›,"8,634","8,128",358,337,30%,1,7,4,–39%,0.2,1.22,27%
2104,Highland ›,"3,562","8,253",62,144,23%,3,7,8,–48%,0,—,28%
3020,Highland ›,109,"4,977",1,46,—,<1,1,—,–100%,0,—,—
1763,Hillsborough ›,"35,650","8,549",632,152,29%,7,21,—,–100%,0,—,39%
357,Hillsborough ›,"139,297","9,463","1,751",119,31%,17,10,—,–100%,0.6,0.36,39%
1261,Hillsdale ›,"4,301","9,431",90,197,25%,8,24,18,–45%,0.6,1.85,30%
2654,Hill ›,"4,502","12,284",108,295,23%,7,7,—,–100%,0,—,18%
1610,Hill ›,"1,983","12,030",44,267,34%,1,19,6,+25%,0,—,21%
1472,Hinds ›,"20,359","8,781",415,179,30%,<1,2,—,—,0,—,18%
305,Hinsdale ›,18,"2,195",0,—,—,0,—,—,–100%,0,—,—
1707,Hitchcock ›,255,"9,232",5,181,22%,<1,5,—,—,0,—,26%
2115,Hocking ›,"2,157","7,632",62,219,31%,2,5,6,+133%,0,—,27%
2655,Hockley ›,"2,827","12,280",103,447,26%,151,7,1,–85%,4.0,0.19,30%
919,Hodgeman ›,212,"11,817",8,446,32%,<1,5,—,—,0,—,27%
1961,Hoke ›,"4,676","8,466",55,100,16%,1,15,12,–18%,0,—,28%
1443,Holmes ›,"1,891","11,117",73,429,28%,2,5,11,+85%,0,—,30%
332,Holmes ›,"2,267","11,556",49,250,16%,83,15,18,–13%,2.8,0.51,31%
2125,Holmes ›,"2,620","5,960",101,230,12%,<1,2,4,–62%,0,—,28%
1719,Holt ›,863,"8,573",16,159,28%,<1,3,—,—,0,—,34%
1525,Holt ›,445,"10,107",14,318,28%,3,9,3,–5%,0,—,28%
543,Honolulu ›,"26,243","2,693",378,39,—,13,8,2,–49%,0.1,0.09,—
2214,Hood River ›,"1,187","5,077",30,128,49%,30,14,14,+1%,1.0,0.45,30%
2707,Hood ›,"6,559","10,640",129,209,31%,<1,10,2,–35%,0,—,27%
1722,Hooker ›,54,"7,918",2,293,30%,<1,3,—,—,0,—,28%
2906,Hopewell ›,"2,585","11,474",73,324,—,7,14,5,–52%,0.1,0.28,—
1039,Hopkins ›,"4,490","10,048",147,329,31%,10,6,4,–17%,0,—,36%
2784,Hopkins ›,"3,114","8,397",110,297,21%,2,4,<1,–91%,0,—,31%
2367,Hormigueros,501,"3,240",—,—,35%,3,5,—,—,0,—,27%
2413,Horry ›,"38,917","10,991",576,163,34%,29,7,5,–48%,0.4,0.10,39%
3208,Hot Springs ›,369,"8,362",3,68,33%,<1,6,—,—,0,—,20%
115,Hot Spring ›,"5,126","15,179",73,216,23%,4,8,15,–7%,0.1,0.30,20%
1276,Houghton ›,"3,097","8,679",40,112,32%,5,20,12,–8%,0,—,46%
490,Houston ›,"14,716","9,322",257,163,—,<1,6,8,+25%,0,—,—
47,Houston ›,"10,581","9,993",281,265,24%,<1,6,—,–100%,0,—,24%
2792,Houston ›,"1,818","7,915",53,231,21%,<1,3,6,–75%,0,—,24%
2533,Houston ›,"1,097","13,376",33,402,22%,9,7,11,–12%,0.4,0.32,31%
1381,Houston ›,"1,716","9,226",16,86,30%,2,11,2,–53%,0.1,0.77,30%
1209,Howard ›,"19,073","5,856",233,72,49%,2,10,21,+39%,0,—,44%
835,Howard ›,"1,046","11,422",22,240,34%,2,8,5,–12%,0,—,41%
1513,Howard ›,"1,050","10,499",7,70,28%,1,13,12,–41%,0,—,22%
127,Howard ›,"1,655","12,536",25,189,26%,1,11,—,—,0,—,30%
2645,Howard ›,"4,652","12,688",101,275,16%,5,8,6,–33%,0,—,44%
707,Howard ›,"9,956","12,061",220,267,28%,29,17,20,–17%,0.4,0.25,31%
1718,Howard ›,554,"8,596",10,155,30%,<1,4,—,—,0,—,23%
1561,Howell ›,"3,496","8,715",44,110,15%,<1,3,3,–59%,0,—,22%
1388,Hubbard ›,"1,883","8,762",41,191,32%,<1,7,—,–100%,0,—,39%
1774,Hudson ›,"87,608","13,029","2,245",334,38%,14,13,8,–55%,0,—,40%
2698,Hudspeth ›,532,"10,888",11,225,32%,2,15,—,–100%,0,—,30%
294,Huerfano ›,413,"5,988",17,246,—,1,8,18,–8%,0,—,—
2454,Hughes ›,"2,499","14,259",39,223,38%,<1,9,11,+37%,0.1,2.13,34%
2196,Hughes ›,"1,237","9,315",28,211,26%,0,—,19,+10%,0,—,25%
2337,Humacao,"2,459","4,866",—,—,29%,6,7,—,—,0,—,37%
815,Humboldt ›,"1,191","12,461",26,272,35%,3,14,5,–3%,0,—,38%
238,Humboldt ›,"4,046","2,985",41,30,38%,<1,2,1,—,0,—,31%
1753,Humboldt ›,"1,178","6,999",14,83,26%,2,7,—,–100%,0,—,26%
1424,Humphreys ›,967,"11,992",33,409,26%,<1,9,15,–7%,0,—,23%
2592,Humphreys ›,"1,811","9,746",28,151,22%,<1,3,—,—,0,—,30%
1793,Hunterdon ›,"9,682","7,785",174,140,40%,19,4,9,–43%,0.3,0.06,51%
2244,Huntingdon ›,"5,040","11,164",129,286,31%,17,27,78,+8%,0,—,37%
739,Huntington ›,"3,934","10,772",82,225,32%,10,7,4,–37%,0.1,0.10,35%
2835,Hunt ›,"6,019","6,105",168,170,21%,0,—,—,—,0,—,28%
2073,Huron ›,"5,446","9,347",119,204,29%,5,9,13,–14%,0.1,0.24,35%
1232,Huron ›,"4,049","13,069",75,242,38%,25,39,18,–43%,0.1,0.22,30%
2743,Hutchinson ›,"2,026","9,676",71,339,21%,<1,7,9,–47%,0,—,39%
2473,Hutchinson ›,917,"12,577",27,370,31%,<1,4,—,–100%,0,—,31%
1885,Hyde ›,669,"13,551",9,182,42%,4,41,8,–10%,0.1,1.52,30%
2487,Hyde ›,141,"10,838",1,77,32%,0,—,11,+37%,0,—,20%
1143,Iberia ›,"7,134","10,216",153,219,23%,5,9,5,+64%,0.4,0.81,32%
1122,Iberville ›,"3,843","11,821",99,305,29%,21,16,8,–2%,0.4,0.33,26%
580,Idaho ›,"1,251","7,506",18,108,19%,2,4,8,–33%,0,—,26%
809,Ida ›,904,"13,178",35,510,34%,3,17,14,+99%,0,—,34%
185,Imperial ›,"28,443","15,696",725,400,30%,67,14,6,–26%,0.1,0.03,27%
160,Independence ›,"3,764","9,951",124,328,19%,<1,3,3,–56%,0,—,20%
372,Indian River ›,"12,618","7,890",303,189,39%,1,7,16,–15%,0,—,17%
2297,Indiana ›,"6,158","7,325",173,206,28%,97,12,22,–31%,2.0,0.24,37%
1281,Ingham ›,"24,310","8,314",370,127,36%,5,19,25,–15%,0.4,1.62,33%
208,Inyo ›,"1,428","7,916",38,211,—,21,5,10,–26%,0.3,0.07,38%
1231,Ionia ›,"9,083","14,039",84,130,30%,8,39,12,–37%,0.3,1.36,30%
1293,Iosco ›,"1,933","7,693",70,279,38%,6,14,21,–47%,0.7,1.62,29%
3186,Iowa ›,"2,118","8,945",11,46,44%,<1,3,—,–100%,0,—,41%
875,Iowa ›,"1,487","9,188",24,148,43%,<1,2,—,—,0,—,38%
1919,Iredell ›,"18,803","10,342",208,114,27%,8,13,9,+9%,0,—,29%
2789,Irion ›,127,"8,268",1,65,25%,1,3,—,–100%,0,—,18%
2862,Iron ›,"5,818","10,609",32,58,21%,11,6,5,+22%,0.1,0.08,24%
1263,Iron ›,"1,036","9,362",51,461,40%,21,24,36,–22%,1.0,1.14,28%
3138,Iron ›,697,"12,256",40,703,43%,18,11,8,+4%,0,—,37%
1554,Iron ›,901,"8,899",6,59,21%,<1,4,9,+25%,0,—,28%
648,Iroquois ›,"3,018","11,131",68,251,29%,3,21,15,+21%,0.1,1.18,34%
470,Irwin ›,922,"9,792",29,308,—,2,9,9,–4%,0,—,—
2355,Isabela,"1,546","3,839",—,—,24%,1,7,—,—,0,—,35%
1275,Isabella ›,"6,129","8,772",91,130,27%,31,21,16,–45%,1.0,0.66,27%
1360,Isanti ›,"4,196","10,336",64,158,22%,2,22,8,+12%,0,—,36%
3061,Island ›,"1,727","2,028",30,35,37%,2,5,2,—,0,—,54%
2951,Isle of Wight ›,"3,133","8,443",68,183,—,2,16,8,–36%,0,—,—
1413,Issaquena ›,168,"12,660",6,452,14%,13,5,5,–65%,0.1,0.06,30%
1373,Itasca ›,"4,355","9,650",56,124,38%,2,13,12,–29%,0,—,43%
1412,Itawamba ›,"3,004","12,843",77,329,20%,10,7,5,–65%,0,—,27%
128,Izard ›,"1,681","12,334",41,301,20%,<1,9,3,—,0,—,18%
1532,Jackson ›,"38,220","9,973",434,113,31%,<1,7,12,+24%,0,—,28%
1045,Jackson ›,"1,316","9,873",32,240,20%,2,17,—,–100%,0,—,23%
1468,Jackson ›,"13,447","9,363",246,171,23%,<1,3,4,+9%,0,—,25%
110,Jackson ›,"3,223","19,277",38,227,23%,12,9,8,–27%,0.3,0.23,27%
320,Jackson ›,"6,242","13,449",157,338,24%,76,20,11,–16%,0.9,0.23,30%
6,Jackson ›,"6,815","13,201",112,217,26%,10,11,13,+2%,0.6,0.64,19%
2578,Jackson ›,"1,323","11,225",36,305,20%,1,6,11,–19%,0,—,29%
721,Jackson ›,"5,031","11,374",74,167,28%,6,13,23,+10%,0,—,33%
1233,Jackson ›,"20,589","12,989",298,188,33%,4,38,21,–34%,0,—,39%
2215,Jackson ›,"10,862","4,916",139,63,30%,11,13,9,–24%,0,—,35%
688,Jackson ›,"5,024","8,853",75,132,31%,<1,3,10,+4%,0,—,33%
3106,Jackson ›,"2,125","7,436",61,213,—,1,22,9,+104%,0,—,—
837,Jackson ›,"2,217","11,405",42,216,37%,<1,8,15,–23%,0,—,34%
2650,Jackson ›,"1,830","12,398",31,210,27%,6,8,11,–19%,0.4,0.52,22%
1326,Jackson ›,"1,217","12,360",12,122,35%,8,22,—,–100%,0.1,0.37,39%
1114,Jackson ›,"1,971","12,519",50,318,21%,12,21,10,–5%,0,—,19%
2065,Jackson ›,"3,135","9,672",52,160,30%,4,10,19,+8%,0,—,24%
1964,Jackson ›,"3,601","8,196",56,127,35%,2,11,10,–26%,0,—,31%
392,Jackson ›,"9,868","13,522",151,207,—,40,14,13,–24%,1.6,0.54,—
